ArpCode,lat,lon
NBV,13.53805556,48.24694444
NBW,19.98333333,75.16666667
NBX,3.3,135.8833333
NCA,21.88333333,71.95
NCE,43.66666667,7.216666667
NCG,30.51666667,107.9833333
NCH,10.36666667,38.8
NCI,8.45,76.78333333
NCL,55.03333333,1.7
NCN,60.00111111,148.0083333
NCO,41.61666667,71.41666667
NCP,16,121
NCQ,33.95,84.55
NCR,11.16666667,84.75
NCS,27.75,30
NCT,10.2,85.46666667
NCU,42.48333333,59.63333333
NCY,45.925,6.091666667
NDA,4.533333333,129.9
NDB,20.9325,17.03277778
NDC,19.18333333,77.31666667
NDD,11.16666667,13.86666667
NDE,3.933333333,41.86666667
NDG,47.51666667,123.1333333
NDI,9.45,148.2333333
NDJ,12.13333333,15.03333333
NDK,5.633333333,168.1166667
NDL,8.4,20.65
NDM,9.766666667,35.1
NDN,9.133333333,147.6833333
NDP,30.46944444,87.18611111
NDR,35.2,2.916666667
NDS,28,119.25
NDU,17.96666667,19.71666667
NDV,38.86666667,76.98333333
NDY,59.46666667,2.65
NDZ,53.76861111,8.644722222
NEA,31.16666667,81.5
NEC,38.66666667,58.75
NEF,56.1,54.35
NEG,18.30833333,78.33333333
NEJ,9.5,35.46666667
NEK,9.033333333,36.58333333
NEL,40.01666667,74.31666667
NEN,30.33333333,81.88333333
NER,56.65,124.6
NES,40.73333333,73.96666667
NEU,20.41666667,104.0666667
NEV,17.16666667,62.58333333
NEW,30.03333333,90.03333333
NFB,42.6,82.88333333
NFG,61.13333333,73.05
NFL,39.46666667,118.7833333
NFO,15.6,175.6666667
NGA,34.25,148.25
NGB,29.81666667,121.4666667
NGC,36.38333333,112.1333333
NGD,18.73333333,64.31666667
NGE,7.35,13.56666667
NGI,18.03333333,179.3
NGL,24.38333333,31.33333333
NGM,13.48333333,144.8
NGN,9.066666667,78.01666667
NGO,35.25,136.9333333
NGP,27.76666667,97.5
NGQ,32.1,85.05
NGR,5.666666667,141.1166667
NGS,32.93333333,129.9333333
NGU,36.90277778,76.20277778
NGV,17.05,15.7
NGW,27.76666667,97.5
NGX,28.63333333,84
NGZ,37.78333333,122.3
NHA,12.23333333,109.1833333
NHD,25.06666667,55.73333333
NHF,15.35,35.73333333
NHK,38.28333333,76.41666667
NHS,29.55,66
NHT,51.55,0.383333333
NHV,8.8,140.2166667
NHX,30.41666667,87.68333333
NHZ,43.91666667,69.96666667
NIA,7.5,8.583333333
NIB,63.01666667,154.3833333
NIC,35.15,33.26666667
NIE,55.06666667,132.15
NIF,21.675,121.5861111
NIG,1.383333333,176.4333333
NIK,13.075,12.71666667
NIM,13.48333333,2.166666667
NIN,60.05,151.6666667
NIO,2.75,17.7
NIP,30.5,81.68333333
NIR,28.4,97.75
NIT,46.31666667,0.45
NIX,15.23611111,9.583333333
NJA,35.45,139.45
NJC,60.95,76.48333333
NJK,32.83333333,115.5666667
NKA,0.7,9.983333333
NKB,18.5,124.8333333
NKC,18.08972222,15.95388889
NKD,3.833333333,137.85
NKG,32,118.8
NKI,55.85555556,133.1833333
NKL,1.983333333,16.46666667
NKN,5.833333333,146.45
NKS,4.95,9.933333333
NKU,29.93333333,28.43333333
NKV,55.85,133.2166667
NKX,32.86666667,117.1166667
NKY,4.116666667,14.26666667
NLA,13,28.65
NLC,36.25,119.95
NLD,27.43333333,99.56666667
NLE,41.85,86.21666667
NLF,9.566666667,143.75
NLG,56.01666667,161.15
NLH,27.54027778,100.7594444
NLK,29.05,167.9333333
NLL,21.75,120.2
NLO,4.316666667,15.31666667
NLP,25.5,30.91666667
NLS,18.04166667,128.9
NLT,43.43333333,83.36666667
NLU,19.66666667,99.03333333
NLV,47.05,31.91666667
NMA,40.98333333,71.6
NMB,20.41666667,72.85
NMC,24.58333333,76.83333333
NME,60.48333333,164
NMG,8.45,78.91666667
NMN,6.316666667,145.0666667
NMP,20.16666667,143.9666667
NMR,27.63333333,141.0833333
NMS,20.88333333,97.75
NMT,23.08333333,97.4
NMU,8,168.1666667
NNA,34.25,6.616666667
NNB,10.83333333,162.4666667
NND,11.08333333,39.6
NNG,22.61666667,108.1833333
NNI,18.81666667,16.91666667
NNK,58.75,156.5333333
NNL,60,154.8166667
NNM,67.61666667,53.15
NNR,53.21666667,9.466666667
NNT,18.8,100.7833333
NNU,17.78333333,40.68333333
NNX,4.15,117.65
NNY,33,112.5333333
NOA,34.93333333,150.5666667
NOB,9.8,85.53333333
NOC,53.91277778,8.811944444
NOD,53.6,7.2
NOE,53.61666667,7.15
NOG,18.81666667,97.16666667
NOI,44.75,37.75
NOJ,63.5,75
NOK,14.69166667,52.35
NOL,67.9,160.7166667
NOM,6.65,142.1166667
NON,0.680555556,174.35
NOO,9.083333333,147.0333333
NOP,10.3,123.9666667
NOR,65.15,13.7
NOS,13.31666667,48.31666667
NOT,38.1,122.5666667
NOU,22.01666667,166.2166667
NOV,12.78333333,15.76666667
NOZ,53.75,87.1
NPA,30.41666667,87.21666667
NPE,39.46666667,176.8666667
NPG,6.133333333,143.3666667
NPH,39.73888889,111.8708333
NPL,39.03333333,174.1833333
NPO,0.366666667,111.75
NPP,22.63333333,132.8333333
NPT,41.6,71.41666667
NPU,8.3,76.41666667
NQA,35.06666667,89.96666667
NQI,27.51666667,97.86666667
NQL,14.45,48.45
NQN,38.95,68.13333333
NQU,5.7,77.28333333
NQX,24.55,81.76666667
NQY,50.4,5.066666667
NRA,34.7,146.5166667
NRB,30.21666667,81.38333333
NRC,37.4,121.0666667
NRD,53.71666667,7.233333333
NRE,3.816666667,126.7166667
NRG,32.93333333,117.1666667
NRI,36.56666667,94.85
NRK,58.61666667,16.1
NRL,59.36666667,2.433333333
NRM,15.25,7.283333333
NRQ,15.78333333,21.46666667
NRR,18.25,65.63333333
NRS,32.83333333,115.5666667
NRT,35.76666667,140.3833333
NRV,13.5,144.6666667
NRY,16.08333333,129.3416667
NSA,26.25,153.1666667
NSB,25.775,79.25
NSE,30.63333333,87.05
NSF,38.81666667,76.86666667
NSH,36.66666667,51.46666667
NSI,3.716666667,11.55
NSK,69.31666667,87.35
NSM,32.2,121.75
NSN,41.3,173.2166667
NSO,32.03333333,150.8333333
NSP,14.5,120.9
NST,8.466666667,99.95
NSV,26.4,153.0666667
NSX,18.5,64.36666667
NSY,37.4,14.91666667
NTA,18.08333333,177.3166667
NTB,59.58416667,9.135277778
NTC,21.66666667,35.5
NTD,34.11666667,119.1166667
NTE,47.15,1.6
NTG,32.06666667,120.9666667
NTI,2.1,133.5166667
NTJ,39.26666667,111.6333333
NTL,32.79583333,151.8333333
NTM,9.183333333,48.5
NTN,17.7,141.0666667
NTO,17.05,25.16666667
NTR,25.66944444,100.3166667
NTT,15.5,174
NTU,36.83333333,76.03333333
NTX,3.95,108.3833333
NTY,26.66666667,27.91666667
NUB,14.26666667,135.7166667
NUC,33.43333333,117.6166667
NUD,12.7,28.41666667
NUE,49.5,11.08333333
NUG,3.333333333,154.75
NUH,5.65,72.2
NUI,70.21666667,150.9166667
NUK,19.08611111,139
NUL,64.73333333,158.1
NUN,30.35,87.31666667
NUP,60.88333333,162.4666667
NUQ,37.38333333,122.0666667
NUR,31.43333333,130.9166667
NUS,16.06666667,167.3833333
NUT,5.633333333,151.3833333
NUU,0.3,36.15
NUW,48.25,122.6666667
NUX,66.08333333,76.51666667
NVA,2.933333333,75.28333333
NVD,37.85,94.3
NVG,11.66666667,84.45
NVK,68.425,17.425
NVP,5.133333333,60.36666667
NVR,58.51666667,31.3
NVS,47,3.15
NVT,26.91666667,48.58333333
NVY,11.6,79.43333333
NWA,12.28333333,43.76666667
NWH,43.33333333,72.16666667
NWI,52.68333333,1.283333333
NWP,47.3,53.98333333
NWS,40.7,74.01666667
NWT,8.5,143.1666667
NWU,32.4,64.7
NXX,40.2,75.13333333
NYC,40.75166667,73.99416667
NYE,0.2,36.95
NYI,7.333333333,2.333333333
NYK,0.05,37.05
NYM,65.48333333,72.71666667
NYN,31.55,147.1833333
NYO,58.78916667,16.90694444
NYT,19.13611111,96
NYU,21.2,94.96666667
NZC,30.5,81.68333333
NZE,7.816666667,8.7
NZH,49.6,117.4333333
NZO,0.133333333,34.08333333
NZW,42.16666667,70.95
NZY,32.73611111,117.1861111
OAG,33.38361111,149.1336111
OAJ,34.71666667,77.41666667
OAK,37.71666667,122.2166667
OAL,11.43333333,61.48333333
OAM,44.96666667,171.0833333
OAN,15.52361111,86.63527778
OAR,36.58333333,121.85
OAX,17,96.73333333
OBA,21.23333333,139.0333333
OBC,11.91666667,43.25
OBD,3.9,136.2
OBE,27.25,80.83333333
OBF,48.08333333,11.28333333
OBI,1.866666667,55.53333333
OBK,42.13333333,87.83333333
OBL,51.26666667,4.75
OBM,7.75,147.5833333
OBN,56.58333333,5.5
OBO,42.73333333,143.2166667
OBS,44.61666667,4.383333333
OBU,66.93333333,156.8666667
OBX,7.583333333,141.3333333
OBY,70.48333333,22.01666667
OCA,25.36666667,80.26666667
OCC,0.483333333,76.96666667
OCE,38.31666667,75.11666667
OCF,29.16666667,82.21666667
OCH,31.6,94.65
OCI,60.1,148.2166667
OCJ,18.4,76.98333333
OCN,33.21722222,117.3527778
OCV,8.25,73.78333333
OCW,35.55,77.05
ODA,8,22.41666667
ODB,37.85,4.85
ODD,27.55,135.4333333
ODE,55.48333333,10.33333333
ODH,51.23333333,0.95
ODJ,8.916666667,22.58333333
ODL,26.83333333,140.75
ODM,39.41388889,79.41388889
ODN,3.983333333,115.0666667
ODR,17.35,128.9
ODS,46.43333333,30.68333333
ODW,48.28333333,122.6166667
ODY,20.58333333,104.1666667
OEA,38.66666667,87.51666667
OEC,9.25,124.4
OEL,52.98333333,36.1
OEM,3.35,55.45
OEO,45.31666667,92.7
OER,63.40833333,18.99166667
OES,40.73333333,64.93333333
OFF,41.13333333,95.93333333
OFI,9.6,4.033333333
OFJ,66.1,18.63333333
OFK,41.98333333,97.43333333
OFU,14.18333333,169.7
OGA,41.13333333,101.7166667
OGB,33.45,80.85
OGD,41.2,112.0166667
OGE,6.433333333,147.3333333
OGG,20.9,156.4333333
OGL,6.8,58.10555556
OGN,24.46666667,122.9833333
OGO,6.733333333,3.483333333
OGR,10.28944444,15.38333333
OGS,44.68333333,75.46666667
OGV,19.32111111,15.90194444
OGX,31.91666667,5.4
OGZ,43.2,44.6
OHA,40.20833333,175.3866667
OHC,63.31666667,168.9666667
OHD,41.18333333,20.75
OHE,52.9,122.4166667
OHI,17.78333333,15.7
OHO,59.41666667,143.05
OHP,56.46666667,5.4
OHR,54.66666667,8.675
OHT,33.56666667,71.45
OIC,42.53333333,75.51666667
OIL,41.38333333,79.86666667
OIM,34.78333333,139.3666667
OIR,42.06666667,139.45
OIT,33.48333333,131.7333333
OJC,38.85,94.73333333
OKA,26.33333333,127.8333333
OKB,25,153.2833333
OKC,35.4,97.61666667
OKD,43.11666667,141.3833333
OKE,27.43333333,128.6166667
OKF,19.16666667,15.93333333
OKG,1.466666667,15.06666667
OKH,52.66666667,0.716666667
OKI,36.16666667,133.3166667
OKJ,34.58333333,133.9333333
OKK,40.53333333,86.06666667
OKL,3.683333333,137.4833333
OKM,35.61666667,95.96666667
OKN,0.666666667,13.66666667
OKO,35.76666667,140.3833333
OKP,5.466666667,141.5666667
OKQ,8.1,139.7
OKR,9.733333333,143.4166667
OKS,41.4,102.3333333
OKT,54.43333333,53.38333333
OKU,18.80833333,17.05
OKY,27.40277778,151.7333333
OLA,63.7,9.616666667
OLB,40.9,9.516666667
OLD,44.95,68.66666667
OLE,42.23333333,78.36666667
OLF,48.08333333,105.5666667
OLH,57.2,153.3166667
OLI,65,23.98333333
OLJ,14.88333333,166.55
OLM,46.96666667,122.9
OLN,45.58333333,69
OLO,49.41666667,17.34166667
OLP,30.7,135.0166667
OLQ,5.383333333,141.5
OLS,31.33333333,110.9333333
OLU,41.45,97.33333333
OLV,34.96666667,89.83333333
OLY,38.71666667,88.08333333
OMA,41.3,95.9
OMB,1.6,9.266666667
OMC,11.05,124.5666667
OMD,28.58333333,16.45
OME,64.51666667,165.45
OMF,32.33333333,36.23333333
OMG,18,22.06666667
OMH,37.63333333,45.08333333
OMJ,32.91666667,129.9333333
OMK,48.4,119.5333333
OML,6.183333333,144.9666667
OMM,18.13333333,55.16666667
OMN,18.15,76.1
OMO,43.28666667,17.85
OMR,47.01666667,21.9
OMS,54.96666667,73.3
OMY,13.81666667,104.9666667
ONA,44.08333333,91.65
ONB,8.583333333,147.2
OND,17.9,15.96666667
ONE,9.166666667,161.0666667
ONG,16.58333333,139.3
ONH,42.45,75.11666667
ONI,3.983333333,136.0833333
ONJ,40.18916667,140.3752778
ONL,42.45,98.65
ONM,34.05,106.8833333
ONN,58.23333333,152.8333333
ONO,44.01666667,117.0166667
ONP,44.58333333,124.05
ONR,24.81666667,140.5333333
ONS,21.66666667,115.1
ONT,34.05,117.6166667
ONU,20.65,178.7
ONX,9.366666667,79.9
ONY,33.36666667,98.75
OOA,41.28333333,92.63333333
OOK,60.53333333,165.1166667
OOL,28.16666667,153.5
OOM,36.3,148.9666667
OOR,25.245,140.9808333
OOT,1.866666667,175.5666667
OPA,66.41666667,16.48333333
OPB,4.8,151.7
OPF,25.8,80.28333333
OPI,12.33333333,133.0833333
OPL,30.55,92.1
OPO,41.23333333,8.683333333
OPS,12.08472222,55.63388889
OPU,8.033333333,142.9333333
OPW,18.06666667,13.83333333
ORA,23.15,64.31666667
ORB,59.23333333,15.05
ORC,4.9,71.33333333
ORD,41.98333333,87.9
ORE,47.91666667,1.9
ORF,36.9,76.2
ORG,5.491666667,55.18333333
ORH,42.26666667,71.86666667
ORI,57.88333333,152.85
ORJ,4.716666667,60.03333333
ORK,51.83333333,8.483333333
ORL,28.53333333,81.35
ORM,52.3,0.783333333
ORN,35.61666667,0.616666667
ORO,15.125,87.14166667
ORP,21.13333333,25.65
ORQ,41.11666667,73.45
ORR,35.03333333,137.6
ORS,18.63333333,146.4833333
ORT,62.95,141.95
ORU,17.95,67.1
ORV,66.83333333,161.0333333
ORW,25.3,64.58333333
ORX,1.666666667,55.83333333
ORY,48.71666667,2.383333333
ORZ,18.06666667,88.55833333
OSA,34.78333333,135.4333333
OSB,38.15,92.61666667
OSC,44.43333333,83.33333333
OSD,63.2,14.5
OSE,7.833333333,147.0833333
OSG,2.916666667,141.3
OSH,43.98333333,88.55
OSI,45.46666667,18.81666667
OSK,57.35,16.5
OSL,59.9,10.61666667
OSM,36.25,43.16666667
OSN,37.08333333,127.0333333
OSP,54.46666667,17.01666667
OSR,49.7,18.11666667
OSS,40.61666667,72.8
OST,51.2,2.866666667
OSU,40.08333333,83.06666667
OSW,51.23333333,58.58333333
OSX,33.08333333,89.55
OSY,64.46666667,11.6
OSZ,54.05,16.26666667
OTA,11.06666667,37.88333333
OTC,13.43333333,14.73333333
OTD,8.666666667,79.58333333
OTG,43.65,95.58333333
OTH,43.41666667,124.25
OTI,2.333333333,128.4166667
OTJ,20.43055556,16.6625
OTL,17.53333333,14.71666667
OTM,41.1,92.45
OTN,38.86666667,87.43333333
OTO,35.07222222,105.9355556
OTP,44.56666667,26.1
OTR,8.566666667,82.93333333
OTS,48.5,122.6166667
OTU,6.983333333,74.71666667
OTY,6.583333333,155.6833333
OTZ,66.88333333,162.6
OUA,12.35,1.516666667
OUD,34.78333333,1.933333333
OUE,1.533333333,16.05
OUG,13.56666667,2.433333333
OUH,33.6025,22.18833333
OUI,20.25,100.4333333
OUK,60.41666667,0.75
OUL,64.93333333,25.36666667
OUM,13.26666667,19.71666667
OUN,35.15833333,97.46666667
OUR,4.470833333,14.35694444
OUS,22.98333333,49.86666667
OUT,10.48333333,16.71666667
OUU,2.983333333,10.3
OUZ,22.75,12.48333333
OVA,24.23333333,45.3
OVB,55.01666667,82.66666667
OVD,43.56666667,6.033333333
OVE,39.48333333,121.6333333
OVL,30.4,71.2
OWA,44.11666667,93.25
OWB,37.75,87.16666667
OWD,42.18333333,71.18333333
OWE,0.283333333,9.5
OWK,44.71666667,69.8
OXB,11.88333333,15.65
OXC,41.63333333,73.05
OXD,39.5,84.73333333
OXF,51.76666667,1.25
OXO,28.13333333,141.5333333
OXR,34.2,119.2
OXY,25.36666667,141.4666667
OYA,29.1,59.25
OYE,1.566666667,11.58333333
OYG,3.65,31.71666667
OYK,3.866666667,51.8
OYL,3.533333333,39.05
OYN,32.06666667,142.3333333
OYO,38.36666667,60.25
OYP,3.9,51.8
OYS,37.85,119.55
OZA,30.7,101.2
OZC,8.166666667,123.75
OZH,47.8675,35.31583333
OZP,37.18333333,5.616666667
OZR,31.43333333,85.61666667
OZZ,30.91666667,6.916666667
PAA,16.88333333,97.66666667
PAB,22.5,82.16666667
PAC,8.95,79.5
PAD,51.61666667,8.616666667
PAE,47.91944444,122.2836111
PAF,2.2,31.61666667
PAG,7.833333333,123.4833333
PAH,37.06666667,88.76666667
PAI,12.85,102.5833333
PAJ,33.91388889,70.08333333
PAK,21.91666667,159.5833333
PAL,5.483333333,74.65
PAM,30.21944444,85.68611111
PAN,6.783333333,101.1666667
PAO,37.46666667,122.1166667
PAP,18.58333333,72.3
PAQ,61.6,149.1166667
PAR,48.73333333,2.383333333
PAS,37.01666667,25.13333333
PAT,25.58333333,85.08333333
PAU,21.45,94.51666667
PAV,9.383333333,38.23333333
PAW,10.58333333,151.0833333
PAX,19.93333333,72.84166667
PAY,6,117.4
PAZ,20.6,97.46666667
PBA,71.33333333,156.6333333
PBB,19.66666667,51.18333333
PBC,19.135,98.3675
PBD,21.65,69.65
PBE,6.483333333,74.48333333
PBF,34.18333333,91.93333333
PBG,44.68611111,73.51944444
PBH,27.43333333,89.41666667
PBI,26.68333333,80.1
PBJ,16.43333333,168.2166667
PBK,57.4,134.2833333
PBL,10.46666667,68.1
PBM,5.466666667,55.2
PBN,10.7,13.75
PBO,23.16666667,117.75
PBP,10.41666667,85.16666667
PBQ,11.63472222,61.16888889
PBR,15.8,88.5
PBS,7.9,98.28333333
PBU,27.33333333,97.41666667
PBW,8.583333333,118.7
PBZ,34.08333333,23.31666667
PCA,60.83333333,150
PCB,6.35,106.7666667
PCC,1.916666667,75.16666667
PCD,43.01666667,91.11666667
PCE,57.13333333,157.3394444
PCG,17.26666667,90.25833333
PCH,15,89
PCK,67.25,150.2833333
PCL,8.366666667,74.58333333
PCM,20.55,87.11666667
PCN,41.35,174.0333333
PCO,23.58333333,109.5
PCP,1.666666667,7.416666667
PCR,6.183333333,67.63333333
PCS,7.083333333,41.46666667
PCT,40.35,74.66666667
PCU,30.51666667,89.70555556
PCV,27.08333333,112
PDA,4.016666667,67.71666667
PDB,59.78333333,154.1166667
PDC,21.35,165
PDE,26.13333333,139.3833333
PDF,17.35,39.21666667
PDG,0.883333333,100.35
PDI,6.5,147.5833333
PDK,33.88333333,84.3
PDL,37.73333333,25.66666667
PDN,35.8,137.2166667
PDO,3.283333333,103.8333333
PDP,34.91666667,54.91666667
PDR,5.3,44.46666667
PDS,28.7,100.55
PDT,45.7,118.8333333
PDU,32.36666667,58.05
PDV,42.3,24.71666667
PDX,45.58333333,122.6
PDZ,9.966666667,62.23333333
PEA,35.73333333,137.9333333
PEB,17.25,38.18333333
PEC,57.95,136.2333333
PEE,58,56.25
PEF,54.16666667,13.76666667
PEG,43.1,12.51666667
PEH,35.8,61.88333333
PEI,4.8,75.75
PEK,40.06666667,116.5833333
PEL,30.55,27.91666667
PEM,12.61666667,69.21666667
PEN,5.3,100.2666667
PEP,14.15,130.1
PEQ,31.4,103.5166667
PER,31.93333333,115.9666667
PES,61.88333333,34.15
PET,31.71666667,52.31666667
PEU,15.21666667,83.76666667
PEW,34,71.51666667
PEX,65.11666667,57.13333333
PEY,31.91666667,133.0166667
PEZ,53.21666667,45
PFA,58.68138889,156.8375
PFB,28.25,52.33333333
PFC,45.2,123.95
PFD,57.95,135.65
PFJ,65.6,23.98333333
PFN,30.21666667,85.68333333
PFO,34.71666667,32.48333333
PFR,4.316666667,20.56666667
PGA,36.93333333,111.45
PGB,7.016666667,141.55
PGC,39,79.11666667
PGD,26.91666667,81.98333333
PGE,7.133333333,146.15
PGF,42.73333333,2.866666667
PGG,6.95,55.45
PGH,29.03194444,79.47361111
PGI,7.35,20.95
PGK,2.166666667,106.1333333
PGL,30.38333333,88.5
PGM,59.35,151.8333333
PGN,6.35,144.1166667
PGO,37.26666667,107.05
PGP,0.033333333,6.533333333
PGR,36.05,90.5
PGS,35.53333333,113.4166667
PGV,35.63333333,77.4
PGX,45.2,0.816666667
PGZ,25.08333333,50.15
PHA,11.61666667,108.95
PHB,2.9,41.76666667
PHC,5.016666667,6.95
PHD,40.46666667,81.43333333
PHE,20.38333333,118.6333333
PHF,37.13333333,76.5
PHH,10.9,108.0666667
PHI,2.516666667,45.08333333
PHJ,32.91666667,151.7666667
PHK,26.81666667,80.65
PHL,39.88333333,75.23333333
PHM,48.68333333,9
PHN,42.9,82.53333333
PHO,68.35,166.8
PHP,44.03333333,101.65
PHR,18.18333333,178.2333333
PHS,16.78333333,100.2666667
PHT,36.33333333,88.38333333
PHU,11.29861111,106.8041667
PHW,23.93333333,31.15
PHX,33.43666667,112.01
PHZ,8.166666667,98.28333333
PIA,40.66666667,89.68333333
PIB,31.66944444,89.16944444
PIC,21.91666667,71.98333333
PID,25.03333333,77.46666667
PIE,27.9,82.68333333
PIF,22.66666667,120.4833333
PIG,0.783611111,60.07861111
PIH,42.91666667,112.5833333
PII,64.81666667,147.8666667
PIK,55.5,4.583333333
PIL,26.85,58.31666667
PIM,32.83333333,84.85
PIN,2.633333333,56.73333333
PIO,13.7,76.21666667
PIP,57.56666667,157.5666667
PIQ,5.333333333,60.33333333
PIR,44.38333333,100.2833333
PIS,46.58333333,0.3
PIT,40.49166667,80.23333333
PIU,5.2,80.61666667
PIV,17.33888889,44.93333333
PIW,55.58333333,97.15
PIX,38.46666667,28.33333333
PIZ,69.73333333,163.0166667
PJB,34.26111111,111.3416667
PJC,22.545,55.745
PJG,26.95,64.13333333
PJM,8.55,83.31666667
PJS,60.05,148.0666667
PJZ,21.16666667,86.81666667
PKA,60.7,161.7
PKB,39.35,81.43333333
PKC,53.18333333,158.4
PKD,46.9,95.06666667
PKE,33.13333333,148.2333333
PKF,45.93333333,90.43333333
PKG,4.216666667,100.55
PKH,37.3,23.15
PKK,21.33333333,95.1
PKL,36.35,174.15
PKM,8.333333333,59.63333333
PKN,2.7,111.6666667
PKO,9.35,2.616666667
PKP,15,139
PKR,28.2,83.98333333
PKS,18.36666667,103.65
PKT,14.25,129.5333333
PKU,0.466666667,101.45
PKV,57.81666667,28.3
PKW,22.88333333,26.91666667
PKY,2.216666667,113.9333333
PKZ,15.13333333,105.7833333
PLA,3.3,75.7
PLB,44.68333333,73.51666667
PLC,8.4,75.6
PLD,10.25,85.41666667
PLE,5.383333333,142.9833333
PLF,9.383333333,14.93333333
PLG,45.55,6.666666667
PLH,50.41666667,4.116666667
PLI,12.58333333,61.38333333
PLJ,16.53333333,88.35277778
PLK,36.61666667,93.21666667
PLL,3.145555556,59.98444444
PLM,2.9,104.7
PLN,45.56666667,84.8
PLO,34.6,135.8833333
PLP,8.366666667,78.13333333
PLQ,55.96666667,21.1
PLR,33.58333333,86.28333333
PLS,21.76666667,72.26666667
PLT,9.8,74.78333333
PLU,19.85,43.95
PLV,49.58333333,34.53333333
PLW,0.916666667,119.9166667
PLX,50.33333333,80.25
PLY,41.36666667,86.3
PLZ,33.98333333,25.61666667
PMA,5.233333333,39.8
PMB,48.95,97.23333333
PMC,41.43333333,73.1
PMD,34.63611111,118.1
PME,50.83333333,1.05
PMF,44.81666667,10.3
PMG,22.53333333,55.73333333
PMH,38.83333333,82.85
PMI,39.55,2.733333333
PMK,18.08333333,146.6833333
PML,55.98333333,160.5333333
PMM,13.75,101.4
PMN,9.816666667,149.4666667
PMO,38.16666667,13.1
PMP,6.366666667,143.55
PMQ,46.535,70.98333333
PMR,40.31666667,175.6166667
PMS,34.56666667,38.3
PMT,4.833333333,59.55
PMU,61.96666667,160.2333333
PMV,10.96666667,63.83333333
PMW,10.24166667,48.35277778
PMX,42.15,72.31666667
PMY,42.73333333,65.06666667
PMZ,8.95,83.48333333
PNA,42.76666667,1.641666667
PNB,10.71666667,48.4
PNC,36.73333333,97.1
PND,16.16666667,88.7
PNE,40.08333333,75.01666667
PNF,58.68416667,156.8430556
PNG,25.51666667,48.5
PNH,11.55,104.85
PNI,6.983333333,158.2166667
PNK,0.15,109.4
PNL,36.81666667,11.96666667
PNN,45.20277778,67.56666667
PNO,16.35,98.06666667
PNP,8.8,148.3166667
PNQ,18.58333333,73.91666667
PNR,4.816666667,11.88333333
PNS,30.46666667,87.18333333
PNT,51.68333333,72.51666667
PNU,37.83333333,112.3833333
PNV,55.73333333,24.38333333
PNX,33.63333333,96.58333333
PNY,12.01666667,79.8
PNZ,9.366666667,40.56666667
POA,29.98333333,51.16666667
POB,35.05,78.9
POC,34.08333333,117.7833333
POD,16.66666667,14.96666667
POE,31.03333333,93.18333333
POF,36.75,90.5
POG,0.716666667,8.75
POH,42.75,94.65
POI,19.53333333,65.75
POL,12.98333333,40.53333333
POM,9.433333333,147.2166667
PON,16.35,89.43333333
POO,21.84138889,46.5675
POP,19.76666667,70.56666667
POQ,55.35,132.5
POR,61.46666667,21.8
POS,10.6,61.35
POT,18.2,76.53333333
POU,41.63333333,73.88333333
POV,49,21.25
POW,45.51666667,13.6
POX,49.1,2.033333333
POY,44.86666667,108.8
POZ,52.41666667,16.83333333
PPA,35.53333333,100.95
PPB,22.16666667,51.4
PPC,66.8,150.6333333
PPD,18.15,65.83333333
PPE,31.58333333,113.8333333
PPF,37.33333333,95.5
PPG,14.33333333,170.7166667
PPH,4.566666667,61.48333333
PPI,33.23333333,138
PPJ,6.35,106.5666667
PPK,54.78333333,69.18333333
PPL,27.51666667,86.6
PPM,26.23333333,80.12777778
PPN,2.45,76.61666667
PPO,24.83333333,76.33333333
PPP,20.48333333,148.55
PPQ,40.9,174.9833333
PPR,0.833333333,100.3666667
PPS,9.733333333,118.75
PPT,17.55,149.6
PPU,18.06666667,97.45
PPV,56.33333333,133.6666667
PPW,59.41666667,2.75
PPX,9.995833333,149.5916667
PPY,22.28888889,45.91944444
PPZ,6.2,67.45
PQC,10.23333333,103.9666667
PQI,46.68333333,68.05
PQM,17.5,92.00833333
PQQ,31.43333333,152.4166667
PQS,61.93333333,162.8833333
PRA,31.78333333,60.48333333
PRB,35.66666667,120.6333333
PRC,34.65,112.4166667
PRD,20.13333333,119.5833333
PRE,5.733333333,71.98333333
PRF,55.12222222,132.05
PRG,50.1,14.26666667
PRH,18.13333333,100.0166667
PRI,4.316666667,55.7
PRJ,40.58333333,14.23333333
PRK,29.66666667,22.7
PRL,60.20833333,147.8194444
PRM,37.13333333,8.533333333
PRN,42.56666667,21.05
PRO,41.83333333,94.1
PRP,41.66666667,8.9
PRQ,26.76666667,60.26666667
PRR,5.816666667,61.01666667
PRS,9.716666667,161.4
PRU,18.93333333,95.21666667
PRV,49.48333333,17.46666667
PRW,45.55,90.28333333
PRX,33.63333333,95.45
PRY,25.65,28.21666667
PRZ,44.3,120.85
PSA,43.68333333,10.4
PSB,40.88333333,78.08333333
PSC,46.26666667,119.1166667
PSD,31.28333333,32.23333333
PSE,17.98333333,66.51666667
PSF,42.43333333,73.3
PSG,56.8,132.9833333
PSH,54.31666667,8.683333333
PSI,25.3,63.36666667
PSJ,1.383333333,120.7333333
PSK,37.11666667,80.68333333
PSL,56.4,3.466666667
PSM,43.06666667,70.75
PSN,31.75,95.61666667
PSO,1.4,77.3
PSP,33.83333333,116.5
PSQ,39.86666667,75.25
PSR,42.43333333,14.18333333
PSS,27.36666667,55.96666667
PST,20.75,75.65
